2125.711181,-151.710540,10.363114,-179.173202,-151.711715,10.309576,-176.056304
9.972929,-141.737640,10.397254,-179.156845,-141.738906,10.342441,-176.084487
19.945858,-131.764968,10.431394,-179.140472,-131.766098,10.375307,-176.112670
29.918787,-121.792930,10.465532,-179.124114,-121.793876,10.408170,-176.140853
39.891716,-111.824043,10.499658,-179.107772,-111.823471,10.441028,-176.169021
49.864646,-101.855117,10.565225,-179.098205,-101.853073,10.498242,-176.184326
59.837574,-91.885505,10.821193,-179.129806,-91.882194,10.753329,-176.095062
69.810501,-81.913337,11.077227,-179.161407,-81.910064,11.008447,-176.005783
79.783432,-71.941169,11.333261,-179.193023,-71.937957,11.263565,-175.916503
89.756362,-61.969303,11.589287,-179.224624,-61.966487,11.518667,-175.827239
99.729293,-51.998397,11.845289,-179.256225,-51.997219,11.773712,-175.737991
109.702217,-42.027454,12.101291,-179.287826,-42.028049,12.028755,-175.648742
119.675148,-32.059265,12.357222,-179.319412,-32.060432,12.283758,-175.559509
129.648086,-22.097942,12.612977,-179.350982,-22.096712,12.538661,-175.470306
139.621002,-12.136488,12.868737,-179.382553,-12.132683,12.793572,-175.381103
149.593933,-2.194362,13.123999,-179.414062,-2.184134,13.048088,-175.292037
159.566864,7.690412,13.377789,-179.445388,7.712135,13.301265,-175.203445
169.539794,17.580272,13.631710,-179.476730,17.614961,13.554611,-175.114791
179.512725,27.621259,13.889511,-179.508560,27.524213,13.808120,-175.026077
189.485656,37.892135,14.083432,-179.393981,37.357494,13.966793,-174.705795
199.458587,47.833824,14.175814,-177.902252,46.887794,14.051765,-173.109878
209.431503,57.130096,14.265563,-174.906173,55.873710,14.134746,-170.226821
219.404434,65.586685,14.352713,-170.611190,63.696804,14.211041,-166.471466
229.377365,73.382156,14.441164,-164.963882,70.937576,14.287081,-161.741439
239.350296,79.719505,14.442723,-158.527557,77.013786,14.258465,-156.208038
259.296173,86.294433,14.297434,-144.649658,83.389251,14.122398,-143.756149
279.242004,86.216537,14.148220,-128.885269,83.476280,13.984289,-129.561279
299.187866,80.866867,14.024323,-116.900367,78.468330,13.867311,-118.596107
319.133728,68.183868,13.723814,-104.952499,66.379524,13.630275,-107.977828
329.106658,58.779891,13.525090,-100.327529,57.680294,13.463592,-103.819175
339.079589,49.043983,13.335059,-97.945281,48.398654,13.297990,-101.448051
349.052520,38.917285,13.142987,-97.676002,38.565582,13.127762,-100.934234
359.025451,28.562622,12.915411,-99.300178,28.556488,12.922409,-102.102432
368.998382,18.284233,12.665143,-100.950340,18.585662,12.695321,-103.491851
378.971313,8.285381,12.422460,-102.337020,8.622222,12.468234,-104.933944
388.944244,-1.621303,12.182658,-103.500015,-1.332977,12.241146,-106.428268
398.917175,-11.543029,11.945922,-104.460029,-11.266204,12.013869,-107.966194
408.890075,-21.462615,11.721776,-105.368461,-21.159290,11.785891,-109.344276
418.863006,-31.379913,11.497630,-106.301628,-31.072124,11.558168,-110.477798
428.835937,-41.294860,11.273483,-107.259544,-41.006206,11.330528,-111.367439
438.808868,-51.206451,11.049337,-108.242431,-50.951129,11.103069,-112.012695
448.781799,-61.110122,10.829453,-109.245300,-60.907791,10.878988,-112.413116
458.754730,-70.980888,10.646467,-109.797744,-70.872856,10.696786,-112.392501
468.727661,-80.639457,10.467660,-109.603897,-80.705444,10.516712,-111.828193
478.700592,-90.277496,10.288457,-108.683090,-90.521667,10.336093,-110.720687
488.673522,-99.790138,10.109800,-107.046295,-100.226783,10.156132,-109.081169
498.646453,-109.266090,9.928969,-104.668113,-109.862228,9.975511,-106.902656
508.619384,-118.593338,9.767564,-101.587318,-119.417510,9.799614,-104.184455
518.592346,-127.976837,9.682829,-98.674499,-129.019058,9.677908,-101.505653
528.565246,-137.822463,9.595430,-96.273468,-138.775787,9.555706,-99.273025
538.538208,-147.754302,9.508421,-94.501121,-148.563049,9.434295,-97.513351
548.511108,-157.682113,9.422238,-93.360145,-158.311157,9.314245,-96.226608
558.484008,-167.445648,9.399428,-92.830390,-167.690414,9.345330,-95.433380
568.456909,-177.225326,9.535917,-92.707496,-177.114089,9.512752,-95.148864
578.429870,-186.904342,9.671023,-92.923072,-186.587524,9.681036,-95.390220
588.402832,-197.030090,9.812567,-93.508407,-196.930221,9.865356,-96.260330
598.375732,-206.982757,9.952073,-94.444511,-207.149230,10.048752,-97.751419
608.348693,-217.008377,10.093169,-95.752861,-218.102233,10.247562,-100.066024
618.321594,-227.141006,10.174547,-97.131103,-229.554412,10.337533,-101.682334
628.294555,-235.627120,10.186236,-96.762039,-238.813491,10.396526,-100.615844
638.267456,-245.342285,10.200070,-94.203674,-248.510543,10.462075,-96.995506
648.240417,-255.088638,10.233963,-88.606918,-257.886199,10.521925,-90.000740
658.213317,-260.340148,10.296490,-80.421363,-262.915191,10.549343,-81.022132
668.186279,-260.724914,10.363171,-70.072982,-263.549774,10.579014,-69.917716
678.159179,-255.673187,10.427799,-61.080001,-259.154876,10.609577,-59.842788
688.132141,-249.224792,10.449166,-55.669914,-252.903778,10.656652,-53.297473
708.078002,-236.115997,10.485836,-49.711929,-238.420745,10.741156,-46.145233
718.050903,-226.842071,10.448987,-48.300048,-227.710891,10.649950,-44.948421
728.023864,-217.042129,10.303144,-48.182296,-217.293930,10.419156,-44.970252
737.996765,-207.130477,10.147582,-49.248298,-207.136917,10.194943,-45.853050
747.969726,-197.348953,9.972100,-51.053119,-197.087295,9.976387,-47.552879
757.942626,-187.534271,9.823955,-53.261489,-187.279205,9.771903,-50.010322
767.915588,-177.708602,9.693089,-55.171424,-177.478118,9.643830,-52.377094
777.888488,-167.860931,9.562744,-56.727039,-167.637786,9.516847,-54.139453
787.861450,-157.958038,9.513465,-57.944145,-157.734451,9.464405,-55.344543
797.834350,-148.031768,9.569677,-58.888439,-147.807205,9.515954,-56.271755
807.807189,-138.071578,9.625960,-59.575519,-137.854919,9.567543,-56.985549
817.780151,-128.036346,9.682585,-60.005378,-127.856094,9.619305,-57.486202
827.753051,-117.972473,9.726912,-59.711856,-117.830062,9.651703,-57.179828
837.726013,-107.816963,9.770138,-57.837841,-107.838562,9.683118,-55.271873
847.698913,-98.024581,9.813610,-54.377979,-98.755012,9.712916,-52.016281
857.671874,-89.947273,9.867400,-50.094467,-91.230590,9.772994,-48.034301
877.617736,-77.590484,10.030337,-40.269939,-79.566757,9.946878,-38.745002
887.590698,-71.396072,10.127846,-33.118701,-73.673423,10.052424,-31.858209
897.563598,-66.033096,10.229992,-24.785158,-68.626846,10.162961,-23.818906
907.536560,-62.060165,10.328394,-16.103643,-64.899139,10.271553,-15.271152
917.509460,-59.393714,10.424148,-7.203613,-62.488990,10.379139,-6.352019
927.482421,-57.269927,10.511458,1.885568,-60.923294,10.476326,2.853991
937.455322,-54.901489,10.600435,11.124725,-58.956726,10.572339,12.281703
947.428283,-52.316406,10.689968,20.367525,-56.548355,10.669259,21.700321
957.401184,-49.538848,10.779232,29.524261,-53.731231,10.765810,30.966161
967.374145,-46.520545,10.828415,38.557640,-50.520080,10.861868,40.050632
977.347045,-43.240722,10.835757,46.626964,-47.209510,10.925856,48.252693
987.320007,-39.756759,10.842500,53.830284,-43.631965,10.924582,55.736778
997.292907,-35.510093,10.849772,61.340877,-39.158576,10.923193,63.593173
1007.265869,-30.385650,10.857608,69.099273,-33.742179,10.921709,71.596290
1017.238769,-24.464225,10.865780,76.777069,-27.437622,10.920162,79.447097
1027.211669,-17.768463,10.874216,84.215057,-20.224617,10.918556,87.013618
1037.184692,-10.355155,10.881429,91.258850,-12.226615,10.916919,94.056617
1047.157592,-2.309673,10.795096,97.622314,-3.870025,10.868290,100.276527
1057.130493,6.396427,10.708224,103.166931,4.999023,10.802771,105.971588
1067.103393,15.571498,10.621832,107.769424,14.246452,10.737197,111.046981
1077.076416,24.875610,10.586056,111.363487,23.301933,10.675129,115.253890
1087.049316,34.330032,10.650552,114.596939,32.600662,10.613138,118.857673
1097.022216,43.867553,10.715157,117.631874,42.088340,10.671928,122.040122
1106.995117,53.510154,10.780044,120.473342,51.763099,10.733135,125.006599
1116.968017,63.199409,10.844849,123.103019,61.501541,10.794275,127.715309
1126.940917,72.928123,10.909554,125.519889,71.294250,10.855331,130.164520
1136.913818,82.635581,10.973791,127.711784,81.351608,10.917647,132.399032
1146.886840,92.284904,11.037352,129.676239,91.363067,10.979336,134.345504
1156.859741,101.901901,11.100445,131.424194,101.276443,11.040131,136.003967
1166.832641,111.597854,11.163828,132.976806,111.156768,11.100481,137.394149
1176.805664,121.325790,11.227220,134.324996,121.024948,11.160559,138.523559
1186.778564,131.129699,11.290934,135.473281,130.949661,11.220824,139.400680
1196.751464,141.668914,11.359269,136.473876,140.875640,11.280978,140.020111
1206.724365,152.297683,11.428052,137.239074,150.454406,11.338954,140.374618
1216.697387,161.978591,11.486976,138.039428,159.485977,11.368404,140.596160
1226.670288,175.131851,11.566140,141.313461,171.966888,11.340284,143.104309
